Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,0,1,0,,,0,0,4
4,1,1,24,9,ACCELERATING,false,0,0,0,1,0,,,0,0,4
5,1,1,33,9,ACCELERATING,false,0,0,0,1,0,,,0,0,4
6,1,2,41,9,TURNING_RIGHT,false,0,0,0,1,1,,,0,0,8
7,1,2,50,8,HIT_MUD,false,0,1,0,1,0,,,0,0,5
8,1,1,57,8,TURNING_LEFT,false,0,1,0,1,0,,,0,0,5
9,1,1,66,8,HIT_MUD,false,0,2,0,1,0,,,0,0,2
10,1,2,73,8,TURNING_RIGHT,false,0,2,0,1,0,,,0,0,2
11,1,2,81,8,ACCELERATING,false,0,2,0,1,0,,,0,0,2
12,1,1,88,8,TURNING_LEFT,false,0,2,0,1,0,,,0,0,2
13,1,1,96,8,ACCELERATING,false,0,2,0,1,0,,,0,0,2
14,1,1,104,8,ACCELERATING,false,0,2,0,2,0,,,0,0,6
15,1,1,112,8,ACCELERATING,false,0,2,0,2,0,,,0,0,6
16,1,1,120,8,ACCELERATING,false,0,2,0,2,0,,,0,0,6
17,1,1,128,8,ACCELERATING,false,0,2,0,2,1,,,0,0,10
18,1,1,136,8,ACCELERATING,false,0,2,0,3,1,,,1,0,18
19,1,1,144,8,USED_TWEET,false,0,2,0,3,1,4,97,1,0,26
20,1,1,152,8,USED_TWEET,false,0,2,0,3,1,4,103,0,0,30
21,1,1,160,8,ACCELERATING,false,0,2,0,3,1,4,103,1,0,34
22,1,1,168,8,USED_TWEET,false,0,2,0,3,1,4,118,0,0,38
23,1,1,176,8,USED_LIZARD,false,0,2,0,3,0,4,118,0,0,38
24,1,1,184,8,ACCELERATING,false,0,2,0,3,1,4,118,0,0,42
25,1,1,192,8,ACCELERATING,false,0,2,0,3,1,4,118,0,0,42
26,1,1,200,8,ACCELERATING,false,0,2,0,3,1,4,118,0,0,42
27,1,1,208,8,USED_LIZARD,false,0,2,0,3,0,4,118,0,0,42
28,1,1,216,8,ACCELERATING,false,0,2,0,3,0,4,118,0,0,42
29,1,1,224,8,ACCELERATING,false,0,2,0,3,0,4,118,0,0,42
30,1,1,232,8,ACCELERATING,false,0,2,0,3,0,4,118,1,0,46
