Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,9,ACCELERATING,false,0,0,1,0,0,,,0,0,4
5,2,4,39,3,HIT_WALL,false,0,2,0,0,0,,,0,0,3
6,2,4,45,6,ACCELERATING,false,0,2,0,0,0,,,0,0,3
7,2,4,53,8,ACCELERATING,false,0,2,0,0,0,,,0,0,3
8,2,4,61,8,ACCELERATING,false,0,2,0,0,0,,,0,0,3
9,2,4,69,6,HIT_MUD,false,0,3,0,0,0,,,0,0,0
10,2,4,75,6,ACCELERATING,false,0,3,0,0,0,,,0,0,0
11,2,4,81,6,ACCELERATING,false,0,3,0,0,0,,,0,0,0
12,2,4,87,3,HIT_MUD,false,0,4,0,0,0,,,0,0,-3
13,2,4,90,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-12
14,2,4,90,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-12
15,2,4,93,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-21
16,2,4,93,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-21
17,2,4,96,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-27
18,2,4,96,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-27
19,2,4,99,3,ACCELERATING,false,0,3,0,0,0,,,0,1,-23
20,2,4,105,6,ACCELERATING,false,0,3,0,0,0,,,0,1,-23
21,2,4,111,6,ACCELERATING,false,0,3,0,0,0,,,0,1,-23
22,2,4,117,6,ACCELERATING,false,0,3,0,0,0,,,0,1,-23
23,2,4,117,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,,,0,1,-30
24,2,4,117,0,FIXED_CAR,false,0,3,0,0,0,,,0,1,-30
25,2,4,120,0,HIT_WALL,false,0,5,0,0,0,,,0,1,-35
26,2,4,120,0,FIXED_CAR,false,0,3,0,0,0,,,0,1,-35
27,2,4,123,3,ACCELERATING,false,0,3,0,0,0,,,0,1,-35
28,2,4,129,6,ACCELERATING,false,0,3,0,0,0,,,0,1,-35
29,2,4,135,6,ACCELERATING,false,0,3,0,0,0,,,1,1,-31
30,2,4,141,3,HIT_MUD,false,0,4,0,0,0,,,1,1,-34
31,2,4,144,3,ACCELERATING,false,0,4,0,0,0,,,1,1,-34
32,2,4,144,0,HIT_CYBER_TRUCK,false,0,5,0,0,0,,,1,1,-41
33,2,4,144,0,FIXED_CAR,false,0,3,0,0,0,,,1,1,-41
34,2,4,147,3,ACCELERATING,false,0,3,0,0,0,,,1,1,-41
35,2,4,153,6,ACCELERATING,false,0,3,0,0,0,,,1,1,-41
36,2,4,159,0,HIT_WALL,false,0,5,0,0,1,,,1,1,-42
37,2,4,159,0,FIXED_CAR,false,0,3,0,0,1,,,1,1,-42
38,2,4,162,3,ACCELERATING,false,0,3,0,0,1,,,1,1,-42
39,2,4,168,3,HIT_MUD,false,0,4,0,0,1,,,1,1,-45
40,2,4,171,3,ACCELERATING,false,0,4,1,0,1,,,1,1,-41
41,2,4,174,3,ACCELERATING,false,0,4,1,0,1,,,1,1,-41
42,2,4,177,0,HIT_MUD,false,0,5,1,0,1,,,1,1,-44
43,2,4,177,0,FIXED_CAR,false,0,3,1,0,1,,,1,1,-44
44,2,4,180,3,ACCELERATING,false,0,3,1,0,1,,,1,1,-44
45,2,4,186,6,ACCELERATING,false,0,3,1,1,1,,,1,1,-40
46,2,4,192,6,USED_LIZARD,false,0,3,1,1,0,,,1,1,-40
47,2,4,198,6,USED_BOOST,true,5,3,0,1,0,,,1,1,-36
48,2,4,204,6,ACCELERATING,true,4,3,0,1,0,,,1,1,-36
49,2,4,210,0,HIT_WALL,false,0,5,0,1,0,,,1,1,-44
50,2,4,210,0,FIXED_CAR,false,0,3,0,1,0,,,1,1,-44
51,2,4,213,3,ACCELERATING,false,0,3,0,1,0,,,1,2,-40
52,2,4,219,6,ACCELERATING,false,0,3,0,1,0,,,1,2,-40
53,2,4,225,3,HIT_MUD,false,0,4,0,1,0,,,1,2,-43
54,2,4,228,0,HIT_MUD,false,0,5,0,1,0,,,2,2,-42
55,2,4,228,0,FIXED_CAR,false,0,3,0,1,0,,,2,2,-42
56,2,4,231,3,ACCELERATING,false,0,3,0,1,0,,,2,2,-42
57,2,4,237,6,ACCELERATING,false,0,3,0,1,0,,,2,2,-42
58,2,4,243,0,HIT_WALL,false,0,5,0,1,0,,,2,2,-50
59,2,4,243,0,FIXED_CAR,false,0,3,0,1,0,,,2,2,-50
60,2,4,246,3,ACCELERATING,false,0,3,0,1,0,,,2,2,-50
61,2,4,252,6,ACCELERATING,false,0,3,0,1,0,,,3,2,-46
62,2,4,258,6,ACCELERATING,false,0,3,0,1,0,,,3,2,-46
63,2,4,264,6,ACCELERATING,false,0,3,0,1,0,,,4,2,-42
64,2,4,270,6,ACCELERATING,false,0,3,0,1,0,,,4,2,-42
65,2,4,276,6,ACCELERATING,false,0,3,0,1,0,,,4,2,-42
66,2,4,282,6,ACCELERATING,false,0,3,0,1,0,,,4,2,-42
67,2,4,288,0,HIT_MUD,false,0,5,0,1,0,,,4,2,-48
68,2,4,288,0,FIXED_CAR,false,0,3,0,1,0,,,4,2,-48
69,2,4,291,3,ACCELERATING,false,0,3,0,1,0,,,4,2,-48
70,2,4,297,6,ACCELERATING,false,0,3,0,1,0,,,4,2,-48
71,2,4,303,6,ACCELERATING,false,0,3,0,1,0,,,4,2,-48
72,2,4,309,6,ACCELERATING,false,0,3,0,1,0,,,4,2,-48
73,2,4,315,3,HIT_MUD,false,0,4,0,1,0,,,4,3,-47
74,2,4,318,3,ACCELERATING,false,0,4,0,1,0,,,4,3,-47
75,2,4,321,3,ACCELERATING,false,0,4,0,1,0,,,4,3,-47
76,2,4,324,3,ACCELERATING,false,0,4,0,1,0,,,4,3,-47
77,2,4,327,3,ACCELERATING,false,0,4,0,1,0,,,5,3,-43
78,2,4,330,3,ACCELERATING,false,0,4,0,1,0,,,5,3,-43
79,2,4,333,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
80,2,4,336,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
81,2,4,339,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
82,2,4,342,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
83,2,4,345,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
84,2,4,348,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
85,2,4,351,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
86,2,4,354,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
87,2,4,357,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
88,2,4,360,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
89,2,4,363,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
90,2,4,366,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
91,2,4,369,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
92,2,4,372,3,ACCELERATING,false,0,4,0,1,0,,,5,4,-39
93,2,4,375,0,HIT_WALL,false,0,5,0,1,0,,,5,4,-44
94,2,4,375,0,FIXED_CAR,false,0,3,0,1,0,,,5,4,-44
95,2,4,375,0,HIT_CYBER_TRUCK,false,0,5,0,1,0,,,5,4,-51
96,2,4,375,0,FIXED_CAR,false,0,3,0,1,0,,,5,4,-51
97,2,4,378,3,ACCELERATING,false,0,3,0,1,0,,,5,4,-51
98,2,4,384,3,HIT_MUD,false,0,4,0,1,0,,,5,5,-50
99,2,4,387,3,ACCELERATING,false,0,4,0,1,0,,,5,5,-50
100,2,4,390,3,ACCELERATING,false,0,4,0,1,0,,,5,5,-50
101,2,4,393,3,ACCELERATING,false,0,4,0,1,0,,,5,5,-50
102,2,4,396,3,ACCELERATING,false,0,4,0,1,0,,,5,5,-50
103,2,4,399,3,ACCELERATING,false,0,4,0,1,0,,,5,5,-50
104,2,4,402,0,HIT_MUD,false,0,5,0,1,0,,,5,5,-53
105,2,4,402,0,FIXED_CAR,false,0,3,0,1,0,,,5,5,-53
106,2,4,405,3,ACCELERATING,false,0,3,0,1,0,,,5,5,-53
107,2,4,411,3,HIT_MUD,false,0,4,0,1,1,,,5,5,-52
108,2,4,414,3,ACCELERATING,false,0,4,0,2,1,,,5,5,-48
109,2,4,417,0,HIT_MUD,false,0,5,0,2,1,,,5,5,-51
110,2,4,417,0,FIXED_CAR,false,0,3,0,2,1,,,5,5,-51
111,2,4,420,3,ACCELERATING,false,0,3,0,2,1,,,5,5,-51
112,2,4,426,6,ACCELERATING,false,0,3,0,2,1,,,5,5,-51
113,2,4,432,6,ACCELERATING,false,0,3,0,2,1,,,5,5,-51
114,2,4,438,0,HIT_WALL,false,0,5,0,2,1,,,5,5,-56
115,2,4,438,0,FIXED_CAR,false,0,3,0,2,1,,,5,5,-56
116,2,4,441,3,ACCELERATING,false,0,3,0,2,1,,,5,5,-56
117,2,4,447,6,ACCELERATING,false,0,3,0,2,1,,,5,5,-56
118,2,4,453,6,USED_LIZARD,false,0,3,0,2,0,,,5,5,-56
119,2,4,459,3,HIT_MUD,false,0,4,0,2,0,,,5,5,-59
120,2,4,462,3,ACCELERATING,false,0,4,0,2,0,,,5,5,-59
121,2,4,465,3,ACCELERATING,false,0,4,0,2,0,,,5,5,-59
122,2,4,468,3,ACCELERATING,false,0,4,0,2,0,,,5,5,-59
123,2,4,471,3,ACCELERATING,false,0,4,0,2,0,,,5,5,-59
124,2,4,474,0,HIT_MUD,false,0,5,0,2,0,,,5,5,-62
125,2,4,474,0,FIXED_CAR,false,0,3,0,2,0,,,5,5,-62
126,2,4,477,3,ACCELERATING,false,0,3,0,2,0,,,5,5,-62
127,2,4,483,3,HIT_MUD,false,0,4,0,2,0,,,5,5,-65
128,2,4,486,0,HIT_MUD,false,0,5,0,2,0,,,5,5,-68
129,2,4,486,0,FIXED_CAR,false,0,3,0,2,0,,,5,5,-68
130,2,4,486,0,HIT_CYBER_TRUCK,false,0,5,0,2,0,,,5,5,-75
131,2,4,486,0,FIXED_CAR,false,0,3,0,2,0,,,5,5,-75
132,2,4,489,0,HIT_MUD,false,0,5,0,2,0,,,5,5,-81
133,2,4,489,0,FIXED_CAR,false,0,3,0,2,0,,,5,5,-81
