Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,9,ACCELERATING,false,0,0,0,0,0,,,0,0,0
5,2,4,33,8,HIT_MUD,false,0,1,0,1,0,,,0,0,1
6,2,4,42,8,HIT_MUD,false,0,2,0,1,0,,,0,0,-2
7,2,4,50,6,HIT_MUD,false,0,3,0,1,0,,,1,0,-1
8,2,4,50,0,HIT_CYBER_TRUCK,false,0,5,0,1,0,,,1,0,-8
9,2,4,50,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-8
10,2,4,50,0,HIT_CYBER_TRUCK,false,0,5,0,1,0,,,1,0,-15
11,2,4,50,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-15
12,2,4,50,0,HIT_CYBER_TRUCK,false,0,5,0,1,0,,,1,0,-22
13,2,4,50,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-22
14,2,4,53,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-22
15,2,4,59,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-22
16,2,4,65,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-22
17,2,4,71,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-25
18,2,4,74,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-25
19,2,4,77,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-25
20,2,4,77,0,HIT_CYBER_TRUCK,false,0,5,0,1,0,,,1,0,-32
21,2,4,77,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-32
22,2,4,80,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-32
23,2,4,86,0,HIT_WALL,false,0,5,0,1,0,,,1,0,-37
24,2,4,86,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-37
25,2,4,89,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-40
26,2,4,92,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-40
27,2,4,95,3,ACCELERATING,false,0,4,0,2,0,,,1,0,-36
28,2,4,98,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-32
29,2,4,101,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-32
30,2,4,104,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-32
31,2,4,107,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-32
32,2,4,110,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-32
33,2,4,113,3,ACCELERATING,false,0,4,0,2,0,,,1,1,-32
34,2,4,116,3,ACCELERATING,false,0,4,0,2,1,,,1,1,-28
35,2,4,119,3,ACCELERATING,false,0,4,0,2,1,,,1,1,-28
36,2,4,122,3,ACCELERATING,false,0,4,0,2,1,,,1,1,-28
37,2,4,125,0,HIT_MUD,false,0,5,0,2,1,,,1,1,-31
38,2,4,125,0,FIXED_CAR,false,0,3,0,2,1,,,1,1,-31
39,2,4,128,3,ACCELERATING,false,0,3,0,2,1,,,1,1,-31
40,2,4,134,6,ACCELERATING,false,0,3,0,2,1,,,1,4,-19
41,2,4,140,6,ACCELERATING,false,0,3,0,2,1,,,1,4,-19
42,2,4,146,6,ACCELERATING,false,0,3,0,2,1,,,1,4,-19
43,2,4,146,0,HIT_CYBER_TRUCK,false,0,5,0,2,1,,,1,4,-26
44,2,4,146,0,FIXED_CAR,false,0,3,0,2,1,,,1,4,-26
45,2,4,149,3,ACCELERATING,false,0,3,0,2,1,,,1,4,-26
46,2,4,155,6,ACCELERATING,false,0,3,0,2,1,,,2,4,-22
47,2,4,161,6,ACCELERATING,false,0,3,0,2,1,,,2,4,-22
48,2,4,167,6,USED_LIZARD,false,0,3,0,2,0,,,2,4,-22
49,2,4,173,0,HIT_MUD,false,0,5,0,2,0,,,2,4,-28
50,2,4,173,0,FIXED_CAR,false,0,3,0,2,0,,,2,4,-28
51,2,4,176,3,ACCELERATING,false,0,3,0,2,0,,,2,4,-28
52,2,4,182,3,HIT_MUD,false,0,4,0,2,0,,,2,4,-31
53,2,4,185,3,ACCELERATING,false,0,4,0,2,0,,,3,4,-27
54,2,4,188,3,ACCELERATING,false,0,4,0,2,0,,,3,4,-27
55,2,4,188,0,HIT_CYBER_TRUCK,false,0,5,0,2,0,,,3,4,-34
56,2,4,188,0,FIXED_CAR,false,0,3,0,2,0,,,3,4,-34
57,2,4,191,3,ACCELERATING,false,0,3,0,2,0,,,3,4,-34
58,2,4,197,6,ACCELERATING,false,0,3,0,2,0,,,3,4,-34
59,2,4,203,6,ACCELERATING,false,0,3,0,2,0,,,3,4,-34
60,2,4,209,6,ACCELERATING,false,0,3,0,2,0,,,3,4,-34
61,2,4,215,3,HIT_MUD,false,0,4,0,2,0,,,3,5,-33
62,2,4,218,3,ACCELERATING,false,0,4,0,2,0,,,3,5,-33
63,2,4,221,3,ACCELERATING,false,0,4,0,2,0,,,3,5,-33
64,2,4,224,3,ACCELERATING,false,0,4,0,2,0,,,3,5,-33
65,2,4,227,3,ACCELERATING,false,0,4,0,2,0,,,4,5,-29
66,2,4,230,3,ACCELERATING,false,0,4,0,2,0,,,4,5,-29
67,2,4,233,3,ACCELERATING,false,0,4,0,2,0,,,4,5,-29
68,2,4,236,3,ACCELERATING,false,0,4,0,2,0,,,4,5,-29
69,2,4,239,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-25
70,2,4,242,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-25
71,2,4,245,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-25
72,2,4,248,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-25
73,2,4,251,0,HIT_WALL,false,0,5,1,2,0,,,4,5,-30
74,2,4,251,0,FIXED_CAR,false,0,3,1,2,0,,,4,5,-30
75,2,4,254,3,HIT_MUD,false,0,4,1,2,0,,,4,5,-33
76,2,4,257,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-33
77,2,4,260,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-33
78,2,4,263,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-33
79,2,4,266,3,ACCELERATING,false,0,4,1,2,0,,,4,5,-33
80,2,4,269,0,HIT_MUD,false,0,5,1,2,2,,,4,5,-28
81,2,4,269,0,FIXED_CAR,false,0,3,1,2,2,,,4,5,-28
82,2,4,272,3,HIT_MUD,false,0,4,1,2,2,,,4,5,-31
83,2,4,275,3,ACCELERATING,false,0,4,1,2,2,,,4,5,-31
84,2,4,278,3,ACCELERATING,false,0,4,1,2,2,,,4,6,-27
85,2,4,281,3,ACCELERATING,false,0,4,1,2,2,,,4,6,-27
86,2,4,284,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
87,2,4,287,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
88,2,4,290,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
89,2,4,293,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
90,2,4,296,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
91,2,4,299,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
92,2,4,302,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
93,2,4,305,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
94,2,4,308,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
95,2,4,311,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
96,2,4,314,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
97,2,4,317,3,ACCELERATING,false,0,4,2,2,2,,,4,6,-23
98,2,4,320,0,HIT_WALL,false,0,5,2,3,2,,,4,6,-24
99,2,4,320,0,FIXED_CAR,false,0,3,2,3,2,,,4,6,-24
100,2,4,323,3,ACCELERATING,false,0,3,2,3,2,,,4,6,-24
101,2,4,329,6,ACCELERATING,false,0,3,2,3,2,,,4,6,-24
102,2,4,335,6,USED_BOOST,true,5,3,1,3,2,,,4,6,-20
103,2,4,341,6,USED_BOOST,true,5,3,0,3,2,,,4,6,-16
104,2,4,347,6,ACCELERATING,true,4,3,0,3,3,,,4,6,-12
105,2,4,353,6,ACCELERATING,true,3,3,0,3,4,,,5,6,-4
106,2,4,359,6,ACCELERATING,true,2,3,0,3,4,,,5,6,-4
107,2,4,365,3,HIT_MUD,false,0,4,0,3,3,,,5,6,-7
108,2,4,368,0,HIT_MUD,false,0,5,0,3,3,,,5,6,-10
109,2,4,368,0,FIXED_CAR,false,0,3,0,3,3,,,5,6,-10
110,2,4,371,3,HIT_MUD,false,0,4,0,3,3,,,5,7,-9
111,2,4,374,3,ACCELERATING,false,0,4,0,3,3,,,5,7,-9
112,2,4,377,3,ACCELERATING,false,0,4,0,3,3,,,5,7,-9
113,2,4,380,3,ACCELERATING,false,0,4,0,3,3,,,5,7,-9
114,2,4,383,3,ACCELERATING,false,0,4,0,3,3,,,5,7,-9
115,2,4,383,0,HIT_CYBER_TRUCK,false,0,5,0,3,3,,,5,7,-16
116,2,4,383,0,FIXED_CAR,false,0,3,0,3,3,,,5,7,-16
117,2,4,386,0,HIT_MUD,false,0,5,0,3,3,,,5,7,-22
118,2,4,386,0,FIXED_CAR,false,0,3,0,3,3,,,5,7,-22
119,2,4,389,3,ACCELERATING,false,0,3,0,3,3,,,5,7,-22
120,2,4,395,6,ACCELERATING,false,0,3,0,3,4,,,5,7,-18
121,2,4,401,6,USED_LIZARD,false,0,3,0,3,3,,,5,7,-18
122,2,4,407,6,USED_LIZARD,false,0,3,0,3,2,,,5,7,-18
123,2,4,413,3,HIT_MUD,false,0,4,0,3,1,,,5,7,-21
124,2,4,416,3,ACCELERATING,false,0,4,0,4,1,,,5,7,-17
125,2,4,419,3,ACCELERATING,false,0,4,0,4,1,,,5,7,-17
126,2,4,422,3,ACCELERATING,false,0,4,0,5,1,,,5,7,-13
127,2,4,425,3,ACCELERATING,false,0,4,0,5,1,,,5,7,-13
128,2,4,428,3,ACCELERATING,false,0,4,0,5,1,,,6,7,-9
129,2,4,431,3,ACCELERATING,false,0,4,0,5,1,,,6,8,-5
130,2,4,434,3,ACCELERATING,false,0,4,0,5,1,,,6,8,-5
131,2,4,437,3,ACCELERATING,false,0,4,0,5,1,,,6,8,-5
132,2,4,440,3,ACCELERATING,false,0,4,0,5,1,,,6,8,-5
133,2,4,443,3,ACCELERATING,false,0,4,0,5,1,,,6,8,-5
